"id(l)","id(a)"
"Ant Pool","0xa855c20a1351acd2690c716e2709c7dff3978d12"
"Mining","0xa855c20a1351acd2690c716e2709c7dff3978d12"
"Phishing/Hacking","0xed6b90c028310122af361ce84a4604afbed40910"
"Phishing/Hacking","0x9d74797da2447ec1a4c977e815d66bbd8d8d9272"
"Coinsquare","0x3858a27eecb5f1144473e35a293cb1b2bda6dff4"
"Exchange","0x3858a27eecb5f1144473e35a293cb1b2bda6dff4"
"Phishing/Hacking","0x8bec4d048dea07f3cc8b04151a99ca84ccb72f2e"
"Phishing/Hacking","0x5581c4791b29561985ce4c676e3d72a09b59d267"
"Rug Pull","0x63dccb00c830936a62eb7c46d2b22ce793bd5ea9"
"Phishing/Hacking","0x1e3f0b4efb8fce43d9e7bba3d3fd6fd25948b484"
"Phishing/Hacking","0x1f1686649a3b84d6250fc52f275c9055cca28518"
"Phishing/Hacking","0xbe9d75228fd01844bada1394bfb5a4740c18c01f"
"Maker Vault Owner","0xe0ddea5ca147eaecd2bb3d0157deaf16e6dc9aa0"
"Phishing/Hacking","0xbada3e6665e62b99344881143ebf3edb27f988b8"
"Reflexer Finance","0x7235a0094ed56eb2bd0de168d307c8990233645f"
"Phishing/Hacking","0x2e2f816f6b9277580eca3d86dd4771b740c8884d"
"Parity Bug","0xb69e024300f63c452ba0572405d53ca5e991dd77"
"Phishing/Hacking","0x94763846b1fcb75fccfcb51a9636ddc26af281b1"
"Phishing/Hacking","0x486d03861ce53f689fe0ca1844d3aacf385f5645"
"Phishing/Hacking","0xcfdaE13F64271bE408Ed5AE136a0E1EFC291a2f0"
"Phishing/Hacking","0xb75be435ee985ab09f99299a90b03937b33855c6"
"Phishing/Hacking","0x687ae5cc3978bc07db0b7f4d76fbade966cf4ba8"
"Phishing/Hacking","0x8D3CFe26a635A322F814512d3e09dF75F7CbfBd3"
"Rug Pull","0x686c0039e2c6a0cd1621dee1884093e2d5323703"
"Exchange","0x9fb01a2584aac5aae3fab1ed25f86c5269b32999"
"GGBTC.com","0x9fb01a2584aac5aae3fab1ed25f86c5269b32999"
"Blocked","0x781ade5b26e54acfe07bbcc9fa280b12f1b81a5b"
"DEX","0x92d5ebf3593a92888c25c0abef126583d4b5312e"
"CurveFi","0x92d5ebf3593a92888c25c0abef126583d4b5312e"
"Phishing/Hacking","0xc8ac47854a3fed2b444beb83f4c95ba092a3a735"
"Phishing/Hacking","0x5f5525fddc94fd1e21c15188d9c92880b4fc4c17"
"Phishing/Hacking","0xeeafdeb9cf25a2a99f630e59e5752a44711889d6"
"Blackmail","0x5b74047ebf61ff768da06ed6bdbe0d7ff3430b79"
"Phishing/Hacking","0x22e6e63da95c5ed88bd2658b68c57ed4065ebe59"
"Phishing/Hacking","0x8a683d41bcf23fd1e326cd4a19a024e7224da208"
"Pig Butchering","0x3d71ad6236884684cd3c7ea4b5db56b884ef1ba7"
"Huobi","0x75a83599de596cbc91a1821ffa618c40e22ac8ca"
"Aura","0xfb6b1c1a1ea5618b3cfc20f81a11a97e930fa46b"
"Phishing/Hacking","0xe9a2cc79e5d707fe23aad7d731fc5ae5b38ac3e5"
"DeFi Saver","0x64c5cc449bd253d7fd57751c9080accd0216126d"
"ICO Wallets","0x02dc3b8ab87c562cdce707647bd1ba21c390faf4"
"Maecenas","0x02dc3b8ab87c562cdce707647bd1ba21c390faf4"
"Phishing/Hacking","0x38bff309e749b9599546ec75145badc37330ef3a"
"Rug Pull","0x510245323739db800b6520463782fbc890caf023"
"Value DeFi","0xcce6977a4762522f6c3a58846ff346eb056f5407"
"Phishing/Hacking","0xeFe7157a5ae8Db1158312950102C887c8e3D34D8"
"Phishing/Hacking","0x0000000000710a9c1f6db5f504be77ffb3b583ec"
"Jarvis","0x0a9823c5cd84099fde8566a1adf0f2bb41cc6e7d"
"DEX","0x0a9823c5cd84099fde8566a1adf0f2bb41cc6e7d"
"Parity Bug","0x69bb3d4d29249814845c8634a03ba3aa4165c933"
"Phishing/Hacking","0xcdba82888e4698c485abacf8c7ad87dc2221f378"
"DEX","0x4572f2554421bd64bef1c22c8a81840e8d496bea"
"AirSwap","0x4572f2554421bd64bef1c22c8a81840e8d496bea"
"Phishing/Hacking","0x3b46c790ff408e987928169bd1904b6d71c00305"
"DEX","0xc549a5c701cb6e6cbc091007a80c089c49595468"
"AirSwap","0xc549a5c701cb6e6cbc091007a80c089c49595468"
"Phishing/Hacking","0xf4fac38cf840d2bdd528ab8503a44d582fc59d25"
"Phishing/Hacking","0x025f8ab40e72901ad04583c27077487cbe83cb67"
"Cream Finance","0x523effc8bfefc2948211a05a905f761cba5e8e9e"
"Ponzi","0x660c46a5650fb0619f603a2f4d73a1cdf8cd00d6"
"Reternal.net","0x660c46a5650fb0619f603a2f4d73a1cdf8cd00d6"
"Maker Vault Owner","0x486be7dd811926cb519c23dfec8bf14236cf88d8"
"Phishing/Hacking","0xc8bda09b2ddd5a3bf9465dde8d6e0bc3a19072f7"
"mStable","0x760ea8cfdcc4e78d8b9ca3088ecd460246dc0731"
"Phishing/Hacking","0x03d18450b2ef96a94b2930e4c36d8a667ce51fc9"
"Phishing/Hacking","0xd1617d2259b8c5ebf9ae336c34b48d0b4e173fef"
"Maker Vault Owner","0x5b80727b589fdcf8c0cd3288fe7841f6f77046cb"
"Phishing/Hacking","0xe7f83b41c3d0b7da4f448c05795c5b356a34937f"
"Uniswap","0x2e8dbc8cf79694a7ef827213d52da525b45ddf64"
"DEX","0x2e8dbc8cf79694a7ef827213d52da525b45ddf64"
"Phishing/Hacking","0x0b9486fc0b8259c206876b3b13720bed7a11c22a"
"Aura","0x37c3ebfd4b0cf66df19a413e92dd21e556915f98"
"Contract Exploit","0x8036EbD0Fc9C120BA0469ffCB27b204AA06aaF1F"
"Phishing/Hacking","0x3784F969862189529bBc198735A46fDeD1bC06D3"
"Olympus DAO","0x9025046c6fb25fb39e720d97a8fd881ed69a1ef6"
"Phishing/Hacking","0x655093b81065898c55e897fd4817c2a0466ab00e"
"Blackmail","0xa3dfbb94def10b4721513bade23ebe61f4772eac"
"Phishing/Hacking","0x2f285661386ad83f2deb62850fb78bccb4ce8a7a"
"Uniswap","0xb7145948956af92afd2ae97eff039ada60998237"
"DEX","0xb7145948956af92afd2ae97eff039ada60998237"
"Exchange","0x482f02e8bc15b5eabc52c6497b425b3ca3c821e8"
"Bitfinex","0x482f02e8bc15b5eabc52c6497b425b3ca3c821e8"
"Bitfinex","0x36928500bc1dcd7af6a2b4008875cc336b927d57"
"Phishing/Hacking","0x934fa7f03e231eef9a642579765f80d37011639e"
"Arbitrum","0xc840838bc438d73c16c2f8b22d2ce3669963cd48"
"Bridge","0xc840838bc438d73c16c2f8b22d2ce3669963cd48"
"Nitro","0xc840838bc438d73c16c2f8b22d2ce3669963cd48"
"Ribbon Finance","0x69fe2573cef2837f5ce9b9c9fad81a107df50bbd"
"Blackmail","0x89efc43482e43ca83eb503a5664313994263b4fd"
"ARCx","0x8f1155447ee97b5ae147a01a5c420b0fddf0370d"
"Polygon (Matic)","0x58adfa7960bf7cf39965b46d796fe66cd8f38283"
"Phishing/Hacking","0x7eedc5ab65765a15cdd3e6bb2035b6cd934d356d"
"Phishing/Hacking","0x5a167ca0b70482bae7004b3a7cc216af7149abcb"
"TAGZ","0xed8204345a0cf4639d2db61a4877128fe5cf7599"
"Exchange","0xed8204345a0cf4639d2db61a4877128fe5cf7599"
"Phishing/Hacking","0xdc3fd5cce7b17e461c692ff34f22fbd4b780b151"
"Phishing/Hacking","0x7344150b2a7a8380725aaa52244dbf40602ae249"
"Phishing/Hacking","0x3160e45b267c4b865ccfd228a3c51e505e2b3943"
"Phishing/Hacking","0x68e2ef6244be67fe149c8309e1c5e978fa1a3cab"
"Gitcoin","0x9d37f793e5ed4ebd66d62d505684cd9f756504f6"
"zk Sync","0x9d37f793e5ed4ebd66d62d505684cd9f756504f6"
"Strong Block","0x2e734269c869bda3ea6550f510d2514f2d66de71"
"Phishing/Hacking","0x3c3a588b9da6ec149ee24ffc435410375ad6f53d"
"Phishing/Hacking","0x64075a733c5d9c0befa426d545aa453bd7a65812"
"Phishing/Hacking","0xa932dd6d00fed9d1cd140275a5caa32d0b1e0d68"
"Phishing/Hacking","0x8181a009e2f2bf549bc2702a3a0f030ece36739b"
"Yam Finance","0xaddbcd6a68bfeb6e312e82b30ce1eb4a54497f4c"
"Yield Farming","0xaddbcd6a68bfeb6e312e82b30ce1eb4a54497f4c"
"Phishing/Hacking","0xfba4f48ab4a394ff38af368b7c2b37547a41e1b0"
"Sybil Delegate","0xec7fe1bbbc4955836bd54d23088a91e5b4b32b77"
"Shiba Inu","0x94235659cf8b805b2c658f9ea2d6d6ddbb17c8d7"
"Phishing/Hacking","0xef22ba3b971fdbbc65a7a4e40e60fde98feed5ab"
"Co W Protocol","0x9e7ae8bdba9aa346739792d219a808884996db67"
"Allbridge","0xbbbd1bbb4f9b936c3604906d7592a644071de884"
"Bridge","0xbbbd1bbb4f9b936c3604906d7592a644071de884"
"Phishing/Hacking","0x46d1ebf7BB93044E078e0496e4661ec772607d9d"
"Multichain","0x1633d66ca91ce4d81f63ea047b7b19beb92df7f3"
"Parity Bug","0x5ab18d3b796bae844e243d0bc906b0209106c10a"
"Phishing/Hacking","0x86fe2696bfbfac26e78aa9020c87f1414879eddf"
"Layer 2","0x667e23abd27e623c11d4cc00ca3ec4d0bd63337a"
"Arbitrum","0x667e23abd27e623c11d4cc00ca3ec4d0bd63337a"
"Bridge","0x667e23abd27e623c11d4cc00ca3ec4d0bd63337a"
"Phishing/Hacking","0x958007D285C3900212f146770Acb235eF385529C"
"Phishing/Hacking","0x18b139f86407b1a834da4258f01121ae9f8d06f5"
"Phishing/Hacking","0x5ac8306d4c4ac8f95fab23aca0b3c41890b77eb6"
"Phishing/Hacking","0x0cab69e3524116685f62d284b72fd8f57e78d39c"
"DEX","0x674c6ad92fd080e4004b2312b45f796a192d27a0"
"CurveFi","0x674c6ad92fd080e4004b2312b45f796a192d27a0"
"Genesis","0x0000000000000000000000000000000000000009"
"Burn","0x0000000000000000000000000000000000000009"
"Phishing/Hacking","0xa8afa9a714e06b9eb1b500617494ac213f2d428a"
"Fund","0xadd48281714eeafac2a266f4929406b90f8d9029"
"Phishing/Hacking","0x1cC3195C46C2F6AF665Ae281ad861eAb88ed8Fb5"
"Contract Exploit","0xd37448aD7949C4aD8Eba5aad1a0aFdD3199971d8"
"LooksRare","0x2a784a5b5c8ae0bd738fbc67e4c069db4f4961b7"
"Phishing/Hacking","0xd996bf1d2f9e0fe8fac4d83a0696102fe87c9eb9"
"Rug Pull","0x1cbb5b172e507fc70fc09c4c141400fecf00bd2c"
"Phishing/Hacking","0x1ee626c5b66ffbe9e20c49380e03dfd589c2c3a5"
"Synthetix","0x12dc1273915a16ab8bd47ba7866b240c253e4c12"
"Fake Project Scam","0xc0b3a2fd56ae3a6d7a921d8e7a19e8fce1a3238a"
"Phishing/Hacking","0xd7bb68b0ce5893983e5a2511b87e083609eb6ff9"
"Phishing/Hacking","0xBC83D48Dd0cd9c3F47Bab6436DeFeB334B563f4C"
"Phishing/Hacking","0xea72a2a01c1126d5629d83aab4f448de670924d9"
"Phishing/Hacking","0xf6d72609ce9457aed4f6099b4aee25ad16bbefa1"
"Phishing/Hacking","0xbe368ef4c1dcdc2186bdb83a94ae9fdc395aacd1"
"Phishing/Hacking","0xb997fcd0574052a26f68518afcb30fd46ef3f90f"
"Wallet App","0x28c9386ebab8d52ead4a327e6423316435b2d4fc"
"Renren Bit","0x28c9386ebab8d52ead4a327e6423316435b2d4fc"
"Airdrop / Distributor","0x9ab62dc4d7de3c9b2399f74de7613bb0b98a02f9"
"Multisender.app","0x9ab62dc4d7de3c9b2399f74de7613bb0b98a02f9"
"Phishing/Hacking","0x67fafd1dd55381933e5c4caa58f428cee4d3624f"
"Binance","0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b"
"Phishing/Hacking","0x575061697e9ee7ca7b9403f732a04a2618a1978f"
"Ethermon","0x8a60806f05876f4d6db00c877b0558dbcad30682"
"Phishing/Hacking","0x9064bc998b263b820fe07d0482d4473d17939e4a"
"Phishing/Hacking","0x4cea5c6613c3cd8cc6b1674d8c3bc7d80349f8c6"
"Contract Exploit","0xb624e2b10b84a41687caec94bdd484e48d76b212"
"Airdrop / Distributor","0x04dfdfa471b79cc9e6e8c355e6c71f8ec4916c50"
"mStable","0x04dfdfa471b79cc9e6e8c355e6c71f8ec4916c50"
"Phishing/Hacking","0x89ae7523b73060cece4e28e03ad898a97e3557e3"
"Contract Exploit","0x1e6050b85ad84a26ff75a73ea81d2814792200c5"
"Phishing/Hacking","0xd0acac843aaab4cef20b322405405e67e90147d1"
"Bridge","0xecad1ab3464eccc7536af6afee414df873495616"
"Boring DAO","0xecad1ab3464eccc7536af6afee414df873495616"
"Cream Finance","0xc68251421edda00a10815e273fa4b1191fac651b"
"Phishing/Hacking","0x875d313450ab3462c9b5159960d0e6b6bf9cee16"
"Monee Bot","0x693b849eb0de95f555806e99190774c4d2d2793d"
"Balancer Vested Shareholders","0x6c1050226e3bd757e950141d3052c029c92c5768"
"Phishing/Hacking","0x8abf6a55b742574b592ff25f2f201b7c1a456a51"
"Phishing/Hacking","0xa402aa2aa7b203ffd0a3bb52ecabc4cef038cd30"
"Polygon (Matic)","0x31851aaf1fa4cc6632f45570c2086adcf8b7bd75"
"Phishing/Hacking","0x1bbeed1e4ad3c102a58129c65f4e04c4c67009af"
"Solv Protocol","0x5297e4fd4d103289bfd2ce1f835e63659d3c5ba9"
"Ethermon","0x6c8dce6d842e0d9d109dc4c69f35cf8904fc4cbf"
"Phishing/Hacking","0x9969de6d6cf15ff37ad56116fcc89efc4a04edff"
"Phishing/Hacking","0x16717EE44E8Ab3f68bf288E3d977CF23207a3872"
"Rug Pull","0x0195071dc8fb646846d7a6ca9c6b6ad4dc5d868b"
"Donation Impersonation","0xBFc0c3406D4b7d3e13fd309F0fF681fE84f62bC2"
"Phishing/Hacking","0x18341b373c795736c09bef6bef09bcecba4d27ff"
"Phishing/Hacking","0xef44179038f46b139bc4b8f7e73e479642c5b302"
"Rug Pull","0x8c0ff426dfa77a87be3729456d1d27fdc8f2de5f"
"Contract Exploit","0x2bf5693dd3a5cea1139c4510fdce120cf042c934"
"Phishing/Hacking","0x6cfd4b6bfab9254e179cdb89b80f2200662f87f3"
"Phishing/Hacking","0x86d5f3aa7bf4060a3f18832fc3faa3569483cc62"
"Fake Project Scam","0xdf6830630715c6837931cfb964b61ce12c597c9d"
"Cream Finance","0xa49b3c7c260ce8a7c665e20af8aa6e099a86cf8a"
"Authorship","0x3aae4da9a22d518996031791d3bd61f45def6ac7"
"Token Sale","0x3aae4da9a22d518996031791d3bd61f45def6ac7"
"Pylon Finance","0x3de9f1e3d4490c633c849af15823a8e58571f2f1"
"Yield Farming","0x3de9f1e3d4490c633c849af15823a8e58571f2f1"
"Phishing/Hacking","0x95df21555fb88c8ca4c2413eb555c08356e369d4"
"Gnosis Safe","0x8538fcbccba7f5303d2c679fa5d7a629a8c9bf4a"
"Metamask","0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb"
"Meta Mask","0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb"
"Phishing/Hacking","0xB7f9FDB9f3f6142cF5e2b7bEE8AEbA059dfb091b"
"Phishing/Hacking","0x06105bf02b36dd91bc12c9ac2f1c8858cf3acc26"
"Proto SAI Token","0x59adcf176ed2f6788a41b8ea4c4904518e62b6a4"
"Maker","0x59adcf176ed2f6788a41b8ea4c4904518e62b6a4"
"Genesis Mining","0xd34da389374caad1a048fbdc4569aae33fd5a375"
"Mining","0xd34da389374caad1a048fbdc4569aae33fd5a375"
"Rug Pull","0x4dafcc597cbef07a3e089200f054c674d549fc8d"
"Phishing/Hacking","0x16b9c4333559256CA7D87B28C6fb2e8415b4711f"
"Phishing/Hacking","0x2f28755a4f7d85fdd53185cc4c9e5fc182b8f8e0"
"Phishing/Hacking","0x48ca1b283148a9c90bb443c45360f1dd19b47f12"
"Binance","0x0b95993a39a363d99280ac950f5e4536ab5c5566"
"KyberSwap","0x977c9abb01ed3e99e9953fd1f472ae9f459e7e70"
"Phishing/Hacking","0x43315d7190e87dc3160d8f314a75efbfced6e272"
"Phishing/Hacking","0x87eed16b97b08fd92491c66d28226b33eb4f2c8d"
"Phishing/Hacking","0x806466179736c54b62dc6e9f844f02b8d67a49e7"
"Contract Exploit","0xDd52CE617cAF1b7C8cEaCC111DE2f1c54E20C1b0"
"Phishing/Hacking","0xcc9ed092ca0d09a85b113b6e081fd9f1a237657a"
"Jarvis","0xaec757bf73cc1f4609a1459205835dd40b4e3f29"
"DEX","0xaec757bf73cc1f4609a1459205835dd40b4e3f29"
"Phishing/Hacking","0x0cbc569253e2419856e4a777cf406d35444d8e50"
"Phishing/Hacking","0x5d445ce69ff9d8096d57444906c193f0ee577bf2"
"Bridge","0x7301cfa0e1756b71869e93d4e4dca5c7d0eb0aa6"
"Gnosis","0x7301cfa0e1756b71869e93d4e4dca5c7d0eb0aa6"
"NFT Airdrop Scam","0x1BA383587E6B6e8925bC2fFF5D6165aB8A2EeAAF"
"Huobi","0xeb6d43fe241fb2320b5a3c9be9cdfd4dd8226451"
"Exchange","0x5baeac0a0417a05733884852aa068b706967e790"
"Cryptopia 1","0x5baeac0a0417a05733884852aa068b706967e790"
"Parity Bug","0x08ca68ecc2cc98f8ba6345531089899fc4c42f57"
"Phishing/Hacking","0x3553c762797202d4eb9648052d012d7cfea16b75"
"Phishing/Hacking","0x7ef794a65be671b0fe7eda7b00ad5aa8efe408b7"
"Pig Butchering","0x19c218613b51a4e57cd67da773d7eef6c3cd7b36"
"Phishing/Hacking","0x9d032989F82c0e40202AE5Abd844Ff68181544D2"
"Layer 2","0x2f06e43d850ac75926fa2866e40139475b58cb16"
"Arbitrum","0x2f06e43d850ac75926fa2866e40139475b58cb16"
"Phishing/Hacking","0x7e3d7d8e31b3f472fcd3c1552a9f009131c50c6c"
"Phishing/Hacking","0x73de2ed2a3b166288f735409543ef99cf667df98"
"Phishing/Hacking","0x51c43b800f1509263049f85946ce6d77f9301f67"
"Phishing/Hacking","0x2c0136651B86047717601C820CD104140Cbe1eCC"
"DEX","0x46a51127c3ce23fb7ab1de06226147f446e4a857"
"CurveFi","0x46a51127c3ce23fb7ab1de06226147f446e4a857"
"Celer Network","0xc16251b5401087902e0956a2968cb3e0e4a52760"
"Phishing/Hacking","0xe1632e7e0dc135f3bc8991b917e8b682ab340fe1"
"ARCx","0x81f16e6b58738daaa4c5d493a240cca49c240f04"
"Phishing/Hacking","0xc5acba70ec092fe19362cbcbad1a4e4322cf2058"
"Phishing/Hacking","0x05e7e06774ffeade0e77a7a58e8a16738f30a2c3"
"Phishing/Hacking","0xb8eD23977f745865aBBc645f09fc07f82cFde421"
"Uniswap","0x34768b85d02b77066b16acc7f0875ed59566bb3c"
"DEX","0x34768b85d02b77066b16acc7f0875ed59566bb3c"
"Gods Unchained","0x000983ba1a675327f0940b56c2d49cd9c042dfbf"
"KyberSwap","0x55a8fda671a257b80258d2a03abd6e0e1e3dbe79"
"Phishing/Hacking","0xe03c6fdd69e268a00cc93fa282fb3ce82afc8b12"
"Tornado.Cash","0x2fc93484614a34f26f7970cbb94615ba109bb4bf"
"Fake Project Scam","0xa305FAb8bDA7e1638235b054889B3217441Dd645"
"Blocked","0x94bf8a5ea95c837f72729abe0fdfb249fa9e6880"
"Phishing/Hacking","0x169b6c7Ed548e45bA9D87B2D32ff27e2D00051Ef"
"Phishing/Hacking","0x52bdb97e587a35d5e54b01344168d41783120310"
"Zapper Fi","0xeee503b78e96f24c47c9ad8c287990e51697a99c"
"DEX","0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7"
"Nerve","0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7"
"Phishing/Hacking","0x878cce43a3b9d8a872a33d2d6ccd561e033707f4"
"Phishing/Hacking","0x70f3055dde5a66dac0b9df6b09bed0705095ccad"
"Phishing/Hacking","0x699cbeaa28a49e096df00011d734803a0b8f5f80"
"Phishing/Hacking","0x82b9d87ffd80449ca96ec67c19f5d0631b18d5db"
"Phishing/Hacking","0xf34b357fe1538a67b88cd39b90c45ad36496dc39"
"Phishing/Hacking","0x42e0d29d1cb3a28d748a7ac2d06d679329022c72"
"Phishing/Hacking","0xa6a31d657b0f1c157f46a06bbdc6a690d5ff2567"
"Huobi","0xd8a83b72377476d0a66683cde20a8aad0b628713"
"Exchange","0xd8a83b72377476d0a66683cde20a8aad0b628713"
"Phishing/Hacking","0xcbf99a459b71aa633ff40eb14db95e0618c64b26"
"Phishing/Hacking","0xfc74fb0d5df08ec546a3da18ccc7fbcbe031f5d8"
"Contract Exploit","0x00000000e84f2bbdfb129ed6e495c7f879f3e634"
"Uniswap","0xe18a34eb0e04b04f7a0ac29a6e80748dca96319b"
"DEX","0xe18a34eb0e04b04f7a0ac29a6e80748dca96319b"
"Rug Pull","0xA14360328A70C4f1E2a7256080B740B568D978aE"
"Phishing/Hacking","0xca45363317fb20c899dc1b0eeaa0dd959c2ef723"
"Phishing/Hacking","0x784205acd9423a2044d09e41642a71e087162861"
"Fund","0x6633a4a14209d40694db630c251d1e8036663c5c"
"Spartan Group","0x6633a4a14209d40694db630c251d1e8036663c5c"
"Phishing/Hacking","0x93aebe50a59dfd4c1f7ed56f5177c6ced54a33af"
"Open Grants","0xb4fa08c48b180fc944efbb3dba6d501338a74ea1"
"Grantee","0xb4fa08c48b180fc944efbb3dba6d501338a74ea1"
"Phishing/Hacking","0xc2d7cf95645d33006175b78989035c7c9061d3f9"
"NFT Airdrop Scam","0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"
"Phishing/Hacking","0x0d52d7e9ee2a3fccd3d46f287a9da375c3521bb0"
"Abracadabra.Money","0x920d9bd936da4eafb5e25c6bdc9f6cb528953f9f"
"Phishing/Hacking","0x47FEE4975942A4fdaf02A95B845BB3afFcf40582"
"Phishing/Hacking","0x7407115e274b5c3cf81f5cb5eb7ef4156ee2885a"
"Phishing/Hacking","0xda3f8db5f3ecb711a5c6952f0b14eb0005ebf63c"
"Phishing/Hacking","0x80ecc2f5f3f15d0908205b418308cb15d98ed48e"
"DEX","0x1116898dda4015ed8ddefb84b6e8bc24528af2d8"
"Nerve","0x1116898dda4015ed8ddefb84b6e8bc24528af2d8"
"Aave","0x4a4fb6b26e7f516594b7242240039ea8faac897a"
"Aura","0x54da426efbb93fbab5cf81bef03f9b9f00a3e915"
"Phishing/Hacking","0x183F2aeFBD1Fbcd2967A6F0B6a0ebd2C60a9D969"
"Phishing/Hacking","0x787e8f0e406cb71a22fd2023316f231d0311b14f"
"DeFi","0xc0a47dfe034b400b47bdad5fecda2621de6c4d95"
"Factory Contract","0xc0a47dfe034b400b47bdad5fecda2621de6c4d95"
"DEX","0x5f1fe642060b5b9658c15721ea22e982643c095c"
"KyberSwap","0x5f1fe642060b5b9658c15721ea22e982643c095c"
"Phishing/Hacking","0x0067b43cb530e683dbffb43f5caacde867472721"
"Blackmail","0xac2304e22e016046dbc57afce287eabce5d4f18b"
"Safe Multisig","0xb04e030140b30c27bcdfaafffa98c57d80eda7b4"
"Tornado.Cash","0xb04e030140b30c27bcdfaafffa98c57d80eda7b4"
"Multisig","0xb04e030140b30c27bcdfaafffa98c57d80eda7b4"
"Authereum","0x125a616f947a2bf6be001f6617cded814ec07769"
"Phishing/Hacking","0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4"
"Phishing/Hacking","0x19f327c2b627f5193976e3413d491322bbb4d954"
"Phishing/Hacking","0xf0e38062587058106e18fe2df99cc72bfa3a925a"
"ENS","0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41"
"Phishing/Hacking","0xfea87495861832eef3060e92e2872e9f4111e62b"
"Maker Vault Owner","0xea170524f8167a47cc5dec0343d25484cafe8c4e"
"Fake Project Scam","0xcae26120b7baea803e2b1f5921846721ec831aff"
"Uniswap","0x505c843b83f01afef714149e8b174427d552e1ac"
"DEX","0x505c843b83f01afef714149e8b174427d552e1ac"
"Phishing/Hacking","0x1ee6b25a0e3f855a10916766df3a056e924e5dce"
"Phishing/Hacking","0xac0a8b82f5fc69cfac3c860a85ef2c754554d31b"
"Bancor","0xc39e562defc6ddd1f44ee698cf9303092b86051d"
"Multisig","0xc39e562defc6ddd1f44ee698cf9303092b86051d"
"ICO Wallets","0xc39e562defc6ddd1f44ee698cf9303092b86051d"
"Phishing/Hacking","0x62b7da1757d46422a79b8c790b0aab0f86b86f5d"
"Phishing/Hacking","0xef0d5aa61af54a8d932734b3f1949bf40b873bb7"
"Nuo Network","0x431f429035a1e3059d5c6a9a83208c6d3143d925"
"Cream Finance","0x7c3297cfb4c4bbd5f44b450c0872e0ada5203112"
"Metis Andromeda","0x9ed4739afd706122591e75f215208ecf522c0fd3"
"Layer 2","0xd92023e9d9911199a6711321d1277285e6d4e2db"
"Arbitrum","0xd92023e9d9911199a6711321d1277285e6d4e2db"
"Bridge","0xd92023e9d9911199a6711321d1277285e6d4e2db"
"Nitro","0xd92023e9d9911199a6711321d1277285e6d4e2db"
"Exchange","0xead6be34ce315940264519f250d8160f369fa5cd"
"Poloniex","0xead6be34ce315940264519f250d8160f369fa5cd"
"Phishing/Hacking","0x420415645d9062eb6b9168f03bee92f1b3cf296c"
"Phishing/Hacking","0xf1c058ae62f2d25efebdd809eedc609cbb9a5090"
"Index Protocol","0xf64d061106054fe63b0aca68916266182e77e9bc"
"Fake Project Scam","0x6099c17413c1371b71a2c37c922f458a26b9ed81"
"Blackmail","0x9082fc8b5e6e8278fa93188aae11fb01a0656ff8"
"Phishing/Hacking","0x73d663d2f64773453a5c0082486b0b6cd6dba247"
"Phishing/Hacking","0x805547869741f83c9ac325a2dc034cb7b1cdc5a6"
"Maker Vault Owner","0x533caaeaee0396bed2714c547104591ca3e2f345"
"Enzyme Finance","0x07698c3fa26a62ec6320872bf2950ba160a2dd7c"
"Reflexer Finance","0x6368a4ba80fc780a9a0fea547239c4635b97fd70"
"Phishing/Hacking","0xce9e24dffdb3dc08efe33ad3db858576c3f27d5d"
"Phishing/Hacking","0x6d88bcae643b32b24d33a0cfe265c4f7bbe40069"
"Phishing/Hacking","0x304d66005b5ad49f7ce54aceba9bbadb4a5774db"
"Augmented Finance","0xacf637999e062375561d2134be3e4c15a3c58ad7"
"Phishing/Hacking","0x581ffAadEEB6d183A73d93413e137CB8c6057603"
"Phishing/Hacking","0xd1381f89b4feea63e9c6bc97dc9fc2b0c96bf12f"
"Livepeer","0x511bc4556d823ae99630ae8de28b9b80df90ea2e"
"DAOventures","0x5c0dc504be827714b81ce99ed287a0428eb397a6"
"Polkastarter","0x5c0dc504be827714b81ce99ed287a0428eb397a6"
"Phishing/Hacking","0xf94c03d6bbaa46c74a994f4501f1523f6fb569ce"
"Cream Finance","0x0b471a71c3f6d4aadc7eb20aab7d730ae385e150"
"Phishing/Hacking","0x59cec441cd9f89648b180b93c3dd8bae599eee6b"
"Uniswap","0xfccf5341147ac3ad0e66452273d12dfc3219e81f"
"DEX","0xfccf5341147ac3ad0e66452273d12dfc3219e81f"
"Phishing/Hacking","0x7210e462e9d9b5ab2f5657c185467bbec7e7132d"
"Phishing/Hacking","0xb49fdbf1b1d2e2cb67bd8b8357f3e70c526d741d"
"OFAC","0x3AD9dB589d201A710Ed237c829c7860Ba86510Fc"
"Government Criminal Blacklist","0x3AD9dB589d201A710Ed237c829c7860Ba86510Fc"
"Phishing/Hacking","0x06bfc56c83203da2b5e3e50351df9696f42a2e1f"
"OFAC","0xd90e2f925DA726b50C4Ed8D0Fb90Ad053324F31b"
